,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
10,iLSHADE Mann-Wald,"[ 0.030435    0.03084508  0.05349992  0.13732856  0.07672852  0.14701795
  0.14045347  0.16950895  0.11647909  0.17847683  0.05295408  0.02534491
  0.012132    0.00251703  0.04256753  0.02304521  0.04583376  0.01824932
  0.02203037  0.04362993 -0.01057888  0.05309083  0.22459548  0.28375845
  0.44785399  0.51962213  0.60147443  0.70011201  0.75106969  0.90053666]",1.91000883304514,0.07629583835071319,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,3,0.05261010460347715,0.01483523421663477
11,EM,"[0.034623   0.05164644 0.1353231  0.05633226 0.194412   0.09702487
 0.17506654 0.10969435 0.07414435 0.07173311 0.05035307 0.01053792
 0.00255845 0.04883637 0.02775454 0.03295565 0.01853856 0.0219096
 0.01933653 0.01160953 0.01742595 0.22494287 0.28362248 0.43536252
 0.52195692 0.61458135 0.70134164 0.75429669 0.86240667 0.92740656]",0.6534293750301003,0.01598204887780677,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,3,0.0033721550368958075,0.0009594926728487521
12,DO,"[ 0.04701211  0.04733734  0.05047801  0.12022566  0.05691357  0.15937893
  0.10456394  0.23859261  0.05817663  0.11732119  0.09896852  0.03286525
  0.00417122  0.00461948  0.08100565  0.02765763  0.04000601  0.02990665
  0.03107878  0.04255121 -0.10290797  0.04361628  0.21261172  0.30051313
  0.41600535  0.51639389  0.59392836  0.70451018  0.79396688  0.89559099]",1.8616759999422356,0.0878352388968173,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.0019359016397653282,10,0,4,0.8619075866252053,0.12663741843800375
13,GA Mann-Wald,"[ 0.04005902  0.04758527  0.05958968  0.14593093  0.05628416  0.1655597
  0.08155202  0.19929652  0.11523961  0.08890308  0.08552894  0.02589337
  0.01545329  0.00458227  0.06092833  0.03152636  0.03655006  0.02606433
  0.05152257  0.03226098 -0.09501226  0.04669843  0.22469961  0.28494692
  0.42107042  0.52283294  0.61795047  0.71062122  0.80675451  0.90487222]",1.9223583329003304,0.22805984918624764,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,4,0.1493410094621498,0.043305614034523245
14,iLSHADE Mann-Wald,"[ 0.03053402  0.03027372  0.05469048  0.14697562  0.04297926  0.19700463
  0.10795991  0.19421651  0.09735535  0.17859631  0.04748935  0.03594438
  0.01003738  0.00253789  0.03705765  0.02866653  0.0348021   0.01851261
  0.02121695  0.04310419 -0.01326175  0.06870942  0.22636507  0.28372943
  0.42028138  0.51868352  0.61008632  0.70250511  0.75561798  0.90165791]",1.9571006660116836,0.07443428149137447,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,4,0.0490156741528347,0.01446233892883832
15,EM,"[0.034623   0.05164046 0.13531809 0.0629679  0.19017525 0.09447302
 0.17492205 0.1100017  0.07414583 0.0717327  0.05035304 0.010531
 0.00255838 0.05133399 0.02744298 0.03190026 0.01847601 0.02192536
 0.01933766 0.01160945 0.01742595 0.2249389  0.28362246 0.44202267
 0.52324975 0.61577148 0.70129452 0.75423284 0.86240619 0.92740667]",1.5429707079892978,0.015948709042737107,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,4,0.0035021334029715634,0.0009158377804714287
16,DO,"[ 0.03660033  0.04796951  0.05327154  0.11995669  0.04603138  0.20129889
  0.0895287   0.1676549   0.12672127  0.1109668   0.05119584  0.0659275
  0.01396958  0.00761174  0.05744147  0.0336604   0.03104055  0.02350982
  0.04522638  0.04042326 -0.0065705   0.14146478  0.21173375  0.29499779
  0.40414854  0.5162114   0.60865495  0.69911209  0.76077309  0.89733266]",1.7538378749741241,0.09737540191982706,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.0019359016397653282,10,0,5,0.35639717853227093,0.08576698493378943
17,GA Mann-Wald,"[ 0.04068962  0.04111015  0.05420356  0.13815162  0.05056738  0.10033256
  0.19584022  0.13573376  0.11077656  0.13259459  0.06011511  0.04649571
  0.02996187  0.00386135  0.07059853  0.03366161  0.03333133  0.03491284
  0.02808054  0.05030281 -0.04721023  0.05705195  0.22156693  0.28236097
  0.35775412  0.49685565  0.57111957  0.67707607  0.73952792  0.88702511]",1.8156675000209361,0.36083647074499947,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,5,0.19922835181619802,0.054364632316049516
18,iLSHADE Mann-Wald,"[ 0.03003241  0.03032886  0.05191385  0.14440828  0.05272109  0.20736713
  0.08991918  0.18596787  0.11261586  0.17959187  0.03267934  0.03606514
  0.01058637  0.00242819  0.03864858  0.02854702  0.03061369  0.01956018
  0.02333685  0.04261181 -0.01301836  0.06878752  0.22545797  0.28364231
  0.42614777  0.52143447  0.61385252  0.6998538   0.75105577  0.89976238]",1.9564987499034032,0.07383118518931026,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,5,0.045686748019461265,0.013382557308293633
19,EM,"[0.034623   0.05163946 0.13531725 0.06431897 0.18947033 0.09388322
 0.17474346 0.11012445 0.0741476  0.07173226 0.05035302 0.01052991
 0.00255836 0.05180379 0.02742708 0.03167637 0.01843654 0.02192658
 0.01933889 0.01160937 0.01742595 0.22493826 0.28362246 0.44331558
 0.52353007 0.61613327 0.70128961 0.75421033 0.86240559 0.92740678]",1.9934667909983546,0.01594475865314206,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,5,0.003401335958883811,0.00099312622882539
20,DO,"[ 0.03048303  0.03530966  0.05177611  0.11975187  0.03805014  0.12928161
  0.13765651  0.13598286  0.16448241  0.1572258   0.06861613  0.04656587
  0.01541767  0.0061885   0.06280701  0.03317514  0.03679503  0.02881193
  0.03060596  0.04663627 -0.07877156  0.04846505  0.22654396  0.2890648
  0.37211825  0.50413225  0.57270628  0.68180205  0.733491    0.89162269]",1.928553459001705,0.07105744406001856,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.0019359016397653282,10,0,6,0.2183880720917239,0.05924712592920499
21,GA Mann-Wald,"[ 0.0319612   0.04290935  0.04862397  0.13610866  0.04454212  0.15926466
  0.11000172  0.14808156  0.12761445  0.15089232  0.05530419  0.0441941
  0.0141386   0.0042745   0.04718997  0.02853285  0.04360795  0.02198569
  0.04238397  0.0345808  -0.09148669  0.05211978  0.22689113  0.2830695
  0.39763597  0.51390282  0.605811    0.70325826  0.77400445  0.90290553]",1.927546750055626,0.19054997243704822,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,6,0.12950315354829167,0.03542835574049875
22,iLSHADE Mann-Wald,"[ 0.03065769  0.03131923  0.05351707  0.15479042  0.03254426  0.15737958
  0.16684628  0.16737263  0.11922882  0.17557447  0.02979476  0.01878157
  0.01156792  0.00249027  0.02973873  0.02733351  0.04904073  0.01783929
  0.02206389  0.04026517 -0.00471962  0.05968929  0.22336855  0.2835306
  0.41866831  0.51265508  0.59493374  0.70161115  0.75122963  0.89990423]",1.9536286670481786,0.08586814187582137,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,6,0.05770479489596392,0.014908830411576632
23,EM,"[0.034623   0.05163979 0.13531757 0.06407748 0.18927323 0.09427377
 0.17487363 0.11004257 0.07414641 0.07173256 0.05035302 0.01053028
 0.00255837 0.05169076 0.02737251 0.03181271 0.01846388 0.02192587
 0.01933806 0.01160943 0.01742595 0.22493847 0.28362246 0.44305952
 0.52341568 0.61588644 0.70129147 0.75422526 0.86240599 0.9274067 ]",1.9603658749256283,0.0159515838477494,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,6,0.0034277612334500107,0.0007832224729175271
24,DO,"[ 0.03478027  0.03065851  0.0470621   0.15243858  0.05589834  0.12860562
  0.1464389   0.20288057  0.10509963  0.09613748  0.07665448  0.06964529
  0.00606497  0.00634473  0.06912481  0.02790444  0.05703815  0.02726495
  0.04083878  0.03987554 -0.02170759  0.10515425  0.22125967  0.289862
  0.42774088  0.51562122  0.61395469  0.72015001  0.8220717   0.91071907]",1.7704200829612091,0.07598551830390275,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.0019359016397653282,10,0,7,0.24795138247108928,0.06809663115403537
25,GA Mann-Wald,"[ 0.03708955  0.02793786  0.05353848  0.13652474  0.05351481  0.16270692
  0.09496004  0.29918923  0.05911502  0.07542336  0.07470962  0.04233739
  0.01142187  0.00418678  0.066208    0.02885236  0.04074471  0.03378799
  0.01828902  0.01723844 -0.0260223   0.07543517  0.2251234   0.28241853
  0.42990242  0.51162633  0.60311395  0.71923423  0.85440914  0.92368386]",1.9248247089562938,0.13427961875650238,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,7,0.07995151782307675,0.02282419106766803
26,iLSHADE Mann-Wald,"[ 0.03021051  0.03069987  0.05119189  0.14469473  0.04102398  0.18505955
  0.14219269  0.15110928  0.11438064  0.18926613  0.04458702  0.0423827
  0.01027494  0.00246382  0.03770257  0.02789021  0.05082685  0.01574282
  0.02116665  0.04618094 -0.00643198  0.05657344  0.22567246  0.28366262
  0.4276684   0.5169515   0.61157187  0.70131241  0.75064344  0.90185593]",1.9417505409801379,0.06863096225941256,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,7,0.05082165902808111,0.0149245592409347
27,EM,"[0.034623   0.05164235 0.13531966 0.06049919 0.19141518 0.0959509
 0.17430175 0.11037148 0.07415124 0.07172525 0.05035306 0.01053311
 0.0025584  0.05045218 0.02749608 0.03247289 0.01842715 0.02197185
 0.01934072 0.01160733 0.01742596 0.22494012 0.28362247 0.43961121
 0.52271646 0.61526099 0.70127494 0.75413881 0.86241148 0.92740904]",2.9971042500110343,0.015914800658180687,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,7,0.0036588757016133844,0.0008908843214172403
28,DO,"[ 0.04111353  0.03192501  0.06458229  0.12722613  0.04123315  0.08699593
  0.18727425  0.18775914  0.09999509  0.13189548  0.10025881  0.03001788
  0.01477486  0.00700805  0.05565502  0.02413275  0.04327277  0.02293782
  0.02701178  0.04046045 -0.07066941  0.03579332  0.21522137  0.29218612
  0.42807294  0.48839052  0.56685612  0.69701803  0.75907241  0.8931434 ]",1.7526499159866944,0.08577683915361467,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.0019359016397653282,10,0,8,0.29137681803954024,0.07506241031931203
29,GA Mann-Wald,"[ 0.03441859  0.06248501  0.17960331  0.03931712  0.04193681  0.12555289
  0.1509768   0.1556895   0.05398529  0.15603469  0.05216853  0.02433497
  0.0065162   0.03939013  0.01781808  0.02593276  0.05808193  0.023118
  0.02525251  0.04393952 -0.00798003  0.20736239  0.28365725  0.39258044
  0.43563645  0.5083725   0.59536661  0.71274085  0.76964794  0.89214991]",1.8976359580410644,0.3129718472099564,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,8,0.19715761329482967,0.057405260332683394
30,iLSHADE Mann-Wald,"[ 0.03019731  0.03032907  0.05000638  0.142018    0.04966766  0.21632915
  0.09318921  0.16907467  0.10828205  0.17944246  0.03057141  0.03782777
  0.01010976  0.00249565  0.04335157  0.02984748  0.03428172  0.01877976
  0.02128063  0.04254818 -0.01109417  0.06351587  0.22537569  0.28394193
  0.4351895   0.52383742  0.62090141  0.70197229  0.75261655  0.90088361]",2.2824010839685798,0.07173810912717644,"[0.03467228 0.05162791 0.13535905 0.05848168 0.14055121 0.18174426
 0.13702659 0.11547116 0.07434309 0.07072277 0.0514573  0.01035246
 0.00226007 0.05167753 0.02463243 0.06650849 0.01559651 0.02335795
 0.02063512 0.01161815 0.01825899 0.22433355 0.28355875 0.44086378
 0.51828784 0.60877604 0.70294732 0.75166501 0.863081   0.92791498]",0.015048431091302546,10,0,8,0.049514991330722014,0.013832750810503594
