,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
0,DO,"[0.22463866 0.12173146 0.0892213  0.08230694 0.06890988 0.0895858
 0.23547884 0.08812712 0.04640188 0.03755944 0.05519808 0.0318893
 0.09721729 0.02692071 0.02670906 0.04315403 0.07581014 0.16711059
 0.32887061 0.43059133 0.5488364  0.72007947 0.84726963 0.95369811]",1.7459167500492185,0.025192219036220345,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.0009921468104741708,8,0,1,0.023638694694594703,0.006007637617442791
1,GA Mann-Wald,"[0.14954639 0.17801323 0.06160478 0.1308552  0.04287767 0.11263468
 0.25193005 0.072538   0.03833297 0.0354441  0.05866918 0.03692158
 0.04000711 0.03188629 0.02999438 0.03775692 0.0568898  0.13783268
 0.30206186 0.42012996 0.54025383 0.71269877 0.84620032 0.95689463]",2.100148625089787,0.02295278227722109,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,1,0.005466199406133243,0.0016228819615162842
2,iLSHADE Mann-Wald,"[0.16735139 0.16426777 0.08740287 0.11068461 0.04484711 0.11288315
 0.23691828 0.08739076 0.03766366 0.03236115 0.08240976 0.03083611
 0.04135828 0.03185643 0.0262013  0.04572454 0.06074627 0.13878753
 0.30069162 0.41396498 0.526092   0.71183282 0.84688881 0.94352222]",2.4531150419497862,0.014590850867385763,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,1,0.0007267351726831794,0.00019369996787110556
3,EM,"[0.14907541 0.19048847 0.05371995 0.12857715 0.0477354  0.10813914
 0.24913526 0.07312922 0.03383026 0.03411292 0.04774936 0.0335114
 0.04374453 0.03090546 0.02792126 0.03901285 0.05552781 0.13836983
 0.2844266  0.40982398 0.52372273 0.7116155  0.84873465 0.95473132]",0.2711717919446528,0.014282763342496174,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,1,0.0010226818391098902,0.00034252704070524703
4,DO,"[0.12230893 0.20195755 0.07637817 0.13795883 0.04409616 0.10437792
 0.22018602 0.09273643 0.03266839 0.03452153 0.07943338 0.03835321
 0.05400414 0.03223141 0.02485785 0.04709851 0.04023633 0.12572517
 0.27017255 0.41030631 0.54817075 0.71460605 0.84767311 0.94294988]",1.757685541990213,0.008684876627839573,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.0009921468104741708,8,0,2,0.007798739332581073,0.0024870558021933943
5,GA Mann-Wald,"[0.22296816 0.11092098 0.07449648 0.11206424 0.05585626 0.10500324
 0.23231946 0.08637117 0.04337302 0.03558752 0.0592059  0.03648667
 0.06118361 0.03129076 0.02687406 0.04878453 0.07449284 0.16883079
 0.31913792 0.41317111 0.53249549 0.71035989 0.84573528 0.94391869]",1.861500542028807,0.0419263165373295,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,2,0.0163723359569673,0.004440564410974605
6,iLSHADE Mann-Wald,"[0.14472333 0.19665272 0.05753634 0.12632751 0.05002533 0.10776575
 0.23958822 0.08589928 0.03454655 0.03561209 0.05109208 0.03234574
 0.04639584 0.0302228  0.02686286 0.04491133 0.05501403 0.13694323
 0.29012684 0.40980335 0.5231254  0.7120449  0.84705263 0.94472968]",1.9899668749421835,0.013749028780702256,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,2,0.0006853659932384848,0.0001570140197994418
7,EM,"[0.14868484 0.18844188 0.05439608 0.12922881 0.04889826 0.10809209
 0.24908363 0.07317441 0.03353974 0.0332126  0.04890289 0.03398515
 0.04498004 0.03087229 0.02791343 0.03903557 0.05518452 0.13765075
 0.2785869  0.40867994 0.52214288 0.71165503 0.84872847 0.95469319]",0.49615954200271517,0.014623910029344472,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,2,0.001211791628663056,0.0002531885874037498
8,DO,"[0.15434935 0.17968953 0.08741997 0.10517551 0.05905004 0.10088248
 0.24507065 0.06836248 0.03494263 0.03200794 0.0759368  0.03877792
 0.09052336 0.03078933 0.02392658 0.03597189 0.04698655 0.13849681
 0.30982842 0.42989316 0.55739747 0.72439897 0.8490459  0.96246691]",1.8055117920739576,0.021167593316091103,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.0009921468104741708,8,0,3,0.022358388756267944,0.005506458331354701
9,GA Mann-Wald,"[0.14624238 0.18883895 0.07538715 0.09346779 0.07086687 0.1004737
 0.24092872 0.08379443 0.03519752 0.03876131 0.06338    0.02789756
 0.06034428 0.03351942 0.02853266 0.04535769 0.0558842  0.13988085
 0.30697707 0.41193067 0.50139519 0.71771353 0.84716742 0.96273734]",2.139168499968946,0.027369230306620914,"[0.14484887 0.18869817 0.07419177 0.10666231 0.05551289 0.10804833
 0.24186226 0.08017539 0.03472443 0.03365206 0.0714358  0.02982127
 0.05061188 0.03016441 0.02675619 0.04259711 0.05424388 0.13473824
 0.2948945  0.4111626  0.51307032 0.71172248 0.84719642 0.95067294]",0.014017580121647883,8,0,3,0.007907626424145248,0.0018506501184537773
