,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
0,DO,"[0.26124638 0.03643889 0.04219654 0.50867589 0.02025096 0.02846306
 0.056031   0.0276553  0.01904198 0.03303194 0.06720336 0.03309667
 0.03280643 0.07403408 0.02450016 0.08094984 0.03292517 0.0426596
 0.07829113 0.23383473 0.35209785 0.45362613 0.60101855 0.74867918
 0.85578117 0.97639224 1.0803675 ]",1.88503491692245,0.15571596843801064,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.000966661110985275,9,0,1,0.312898017203063,0.07975310936600426
1,GA Mann-Wald,"[0.23874975 0.02396648 0.04898417 0.51379698 0.04931521 0.0463642
 0.02828649 0.02357016 0.02696657 0.03208006 0.08754673 0.02628054
 0.03748115 0.05172235 0.03320164 0.03728273 0.04462578 0.09090377
 0.07730506 0.22422563 0.36661657 0.46864312 0.65142894 0.75845203
 0.86711863 0.95992387 1.11724659]",1.8092765419278294,0.7175205150690984,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,1,0.34529352362493493,0.09306826966198259
2,iLSHADE Mann-Wald,"[0.35288292 0.03154479 0.39032905 0.30493381 0.03346236 0.03673918
 0.03735233 0.03515065 0.03128489 0.03596462 0.01903983 0.0237691
 0.01796752 0.02100046 0.03429889 0.03156238 0.02863869 0.0369808
 0.07354547 0.36307402 0.43283572 0.49225571 0.73432007 0.78428663
 0.89497164 0.97174272 1.04719042]",1.8457632090430707,0.4058406166889606,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,1,0.248839379707676,0.06934074992783479
3,EM,"[0.15722969 0.0553609  0.06753391 0.03503951 0.15577258 0.38633331
 0.05660758 0.05086674 0.03525578 0.01118048 0.01995858 0.0244588
 0.01605567 0.00635462 0.02379987 0.03299246 0.05264956 0.06178254
 0.05733037 0.09186939 0.12671665 0.36909817 0.41809673 0.47622877
 0.74742026 0.89923809 1.00889926]",0.32526383292861283,1000000.0,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,1,0.10976581347558301,0.03019598060797639
4,DO,"[0.21727542 0.03113943 0.08025676 0.52190392 0.03280967 0.02927108
 0.02885225 0.0340382  0.02445327 0.03207422 0.02170247 0.03994123
 0.03691397 0.049233   0.01487241 0.05841541 0.0511462  0.05829162
 0.08284397 0.15614386 0.3643317  0.46036323 0.66575582 0.75862336
 0.84289215 0.97636455 1.1202025 ]",1.8687062910757959,0.18046190182561925,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.000966661110985275,9,0,2,0.32608297117413976,0.08519188497703327
5,GA Mann-Wald,"[0.16836179 0.06755501 0.09572228 0.50673575 0.03123222 0.03514218
 0.04269353 0.02911213 0.02344511 0.02144441 0.029621   0.04403219
 0.03762204 0.054694   0.02456781 0.04582634 0.04135855 0.09199948
 0.06686888 0.13961492 0.37547811 0.47092114 0.60654749 0.74553132
 0.8730049  0.98882414 1.21559313]",1.8981337079312652,0.6310881280726471,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,2,0.3262689338742222,0.08957855767308187
6,iLSHADE Mann-Wald,"[0.35026987 0.03437137 0.55718373 0.10326669 0.03272202 0.03503483
 0.03584794 0.03128368 0.05083336 0.03961809 0.01850867 0.02955174
 0.00372614 0.02087884 0.03127865 0.03389118 0.04040836 0.12033844
 0.07129139 0.35483335 0.4454877  0.5068736  0.72586664 0.77746599
 0.89708018 0.98458679 1.2342263 ]",1.9115604589460418,0.30318213439490993,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,2,0.21960187940052778,0.061701117346871476
7,EM,"[0.15753514 0.05583366 0.06675569 0.25488314 0.20391484 0.11834742
 0.0579343  0.0508534  0.03394239 0.01113022 0.0186039  0.02360311
 0.02606158 0.0108869  0.00423884 0.0339972  0.05004194 0.05945142
 0.05721889 0.09148451 0.12786591 0.41880541 0.46766581 0.50642104
 0.74874467 0.9017941  1.01298671]",0.2048779169563204,1000000.0,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,2,0.07909399099821501,0.019710451408271042
8,DO,"[0.23718609 0.04958302 0.03495645 0.50898022 0.03776111 0.03484082
 0.03151008 0.028611   0.0365712  0.02536175 0.02266844 0.05854101
 0.03329553 0.03851692 0.04840343 0.03483566 0.04272953 0.09221094
 0.07195387 0.15631297 0.33724067 0.45319151 0.72058526 0.81818925
 0.93647216 1.03752159 1.17294675]",1.7114600839558989,0.14564832852931364,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.000966661110985275,9,0,3,0.3093628943823158,0.07568267299453776
9,GA Mann-Wald,"[0.25844574 0.04014551 0.21049809 0.34936937 0.02758525 0.0383718
 0.02468377 0.02764364 0.02325684 0.03347249 0.09240202 0.01952458
 0.02151414 0.07582219 0.03476952 0.0410558  0.04709028 0.1150875
 0.07660245 0.30560978 0.42192982 0.48577798 0.62319077 0.7462122
 0.86285065 0.97850285 1.10918562]",1.8838878750102594,0.5187333825644628,"[0.15582714 0.12428278 0.0357508  0.1683202  0.10658769 0.14603656
 0.12050143 0.05035683 0.09233657 0.01127504 0.03049637 0.01682626
 0.00669451 0.00836952 0.00807051 0.00431954 0.03117342 0.08514583
 0.05781999 0.10888619 0.37107371 0.41839524 0.45401645 0.47230292
 0.50619016 0.74521016 0.93297098]",0.01300915250339955,9,0,3,0.29556097018717076,0.08086967651969468
