2.160592002053985938e-01,1.268614998405797889e-01,4.286634328043185671e-01,0.000000000000000000e+00,2.284158671497030779e-01,1.617145332838700877e-01,1.204335780330573619e-01,4.069993753462662900e-01,7.867890486737612321e-02,1.364462367628443140e-01,-2.480875976931298688e+00,-1.009726664444236643e+00,7.658190196883025713e-01,1.818518951096152581e+00,2.413579993009425717e+00
1.427855295023919835e-01,1.722578578304302388e-01,0.000000000000000000e+00,4.675619927872423087e-01,2.173946198799354135e-01,9.109204736011244224e-03,5.128655903058733090e-01,2.959069560795539802e-02,3.940427497880436003e-01,9.466892124927316077e-02,-2.412669283960260369e+00,-7.575012559993776762e-01,-7.535953532594099613e-01,7.980529210395994610e-01,2.404290221712085174e+00
1.645648980469138767e-01,0.000000000000000000e+00,3.070380344479359258e-01,2.719609209992121523e-01,2.564361465059381007e-01,5.360352776964291167e-03,1.255046492801809299e-01,5.284683405988314098e-01,3.017846777310738415e-02,1.113609297904382262e-01,-2.487570984041062694e+00,-2.083351465989581985e+00,-5.173703627790708914e-01,1.056222177988759281e+00,2.379500221348870515e+00
1.594054282884087570e-01,9.259813730442495450e-02,2.113029837371507569e-01,2.536505381556634631e-01,2.830429125143520408e-01,6.382127116882815865e-02,4.937699629122998396e-02,5.355949784016712512e-01,6.024027574542362151e-02,1.149832567699179686e-01,-2.432794472877402470e+00,-1.012273695136475693e+00,2.177177665820693164e-01,9.807568768828667238e-01,2.400751498766791503e+00
1.941271170920502165e-01,2.932028478671013239e-01,2.227049630291041693e-01,5.289546622367554546e-02,2.370696057880688212e-01,8.610000151222402254e-02,5.004303425747258505e-01,3.314850084972584959e-02,4.631995442505592031e-01,1.216737420695096911e-01,-2.471828181239708933e+00,-4.364670451460570533e-01,9.362970380979880325e-01,1.735357342855559981e+00,2.404138951562320603e+00
1.904528136501287827e-01,1.561033712719361033e-01,4.287074319684401336e-01,2.247363831094949804e-01,0.000000000000000000e+00,1.094265217214629438e-01,5.238462927702696170e-01,3.746928660279528756e-01,1.127011491557219358e-01,4.839603572026562328e-01,-2.429283770714220747e+00,-1.144031640476376621e+00,7.626315796836884431e-01,2.400682514482625596e+00,2.632688755710713924e+00
4.044602749208934256e-01,1.895695304343414378e-01,1.910872382841583006e-01,2.112893353043183986e-01,3.593621056288440457e-03,5.151727342927929776e-01,4.058439519662314088e-01,6.421652303696244457e-02,1.088122624750688938e-01,1.016299997226130791e-01,-1.957617599519962281e+00,-2.352802756822378605e-01,9.839061500914598746e-01,2.392294353030886445e+00,2.778034780155405503e+00
1.714635062419648248e-01,2.693858069995290760e-01,2.942808543942233568e-01,2.648698323642827424e-01,0.000000000000000000e+00,7.581809250983283233e-02,4.455798947518643804e-01,9.838885904707640739e-02,9.709467236993217509e-02,6.550759713231324444e-03,-2.406587809192712868e+00,-4.804149658872587381e-01,9.593671770549065947e-01,2.415015081559272137e+00,2.797840418523886097e+00
2.945095608828235401e-01,1.373980138706376586e-01,8.403882414075163065e-02,3.002160924409689735e-01,1.838375086648182388e-01,3.831192279941925127e-01,1.121946635865690434e-01,3.085984810910460396e-01,8.354087917697554377e-02,9.406135583384828136e-02,-2.267753641625011252e+00,-9.583235753547592051e-01,9.062925308377600686e-02,9.362743175900041237e-01,2.386587901421895364e+00
3.221293997290579636e-01,5.860483486308710327e-02,0.000000000000000000e+00,4.218863002290298425e-01,1.973794651788250698e-01,5.359559619165618072e-01,1.988886988074346079e-02,4.700142569628302791e-01,3.819010440991941202e-01,1.057929554046112552e-01,-2.356852734886644374e+00,-1.078839913145428042e+00,3.878169306536181082e-01,7.465458519285075312e-01,2.400329103140763198e+00
