2.337905026420625809e-01,4.185648492664222342e-01,3.476446480915151849e-01,3.206148190211622340e-01,3.342383709760786692e-01,1.262791369599728097e-01,-1.113893597540835945e+00,-3.781115265583594454e-01,1.321495995366615439e+00
2.097872905864335280e-01,4.320366857329753785e-01,3.581760236805910380e-01,3.097672488937878166e-01,3.425118691234554369e-01,1.486344124013557477e-01,-1.126196826279978414e+00,-4.169810872634178711e-01,1.335834118009703975e+00
2.001089486444789234e-01,4.385576782357806236e-01,3.613333731197404530e-01,3.065141940389849995e-01,3.425118691234554369e-01,1.631336556680836603e-01,-1.151664984906870082e+00,-4.163568616072170769e-01,1.343234350263401655e+00
2.535145722751094288e-01,3.928790570095913592e-01,3.536063707152991564e-01,3.326522083685815590e-01,3.399231344005666511e-01,1.415343944827864575e-01,-1.075251026354562267e+00,-3.844773710364930430e-01,1.335314513870891950e+00
2.453078007616689149e-01,3.948653525050754842e-01,3.598268467332556009e-01,3.349617462769824416e-01,3.258928546452094510e-01,1.513502952986076067e-01,-1.085648348532356700e+00,-3.591954073910033074e-01,1.349975745439893959e+00
2.319797524905777841e-01,4.168515144014286467e-01,3.511687331079935692e-01,3.425118691234554369e-01,3.358906942239343052e-01,1.598188802329468805e-01,-1.112055137176325204e+00,-3.935272969074870009e-01,1.352656364133420830e+00
2.013227831274823076e-01,4.410773295582544051e-01,3.575998873142632872e-01,3.197183715543387983e-01,3.425118691234554369e-01,1.604442251397182606e-01,-1.121627760194966461e+00,-4.138894491755968907e-01,1.354334272417465623e+00
2.948681409353653970e-01,3.417367055772287943e-01,3.633951534874058087e-01,3.386554757954713391e-01,3.425118691234554369e-01,1.639852836709293216e-01,-1.026205173578385033e+00,-3.457971998416904391e-01,1.371556091984623027e+00
2.592617357040032378e-01,3.953569717937712724e-01,3.453812925022254898e-01,3.288956290132190596e-01,3.300244026684119869e-01,1.123532592227778626e-01,-1.064032035149204525e+00,-3.519815369082952561e-01,1.309771240146041738e+00
2.675537438778999855e-01,3.745926224173645736e-01,3.578536337047353855e-01,3.269740636324811045e-01,3.207940868734602269e-01,1.418460733345191238e-01,-1.061042333032516494e+00,-3.589066128300588687e-01,1.338119784361559539e+00
2.447017920334825236e-01,4.039267421820804116e-01,3.513714657844371203e-01,3.425118691234554369e-01,3.336725556921952274e-01,1.156544143806993025e-01,-1.058896969185458392e+00,-3.758896416502159887e-01,1.305258675224822085e+00
2.186541030169537603e-01,4.239555212854143607e-01,3.573903756976318791e-01,3.128938731685712571e-01,3.400777506195965527e-01,1.477439023459877210e-01,-1.111194541432262151e+00,-3.836394870209962615e-01,1.351805240268797892e+00
2.669220373726978179e-01,3.675890934524425058e-01,3.654888691748596763e-01,3.367449898283677023e-01,3.333296802684442839e-01,1.631627909709745805e-01,-1.048981362369135528e+00,-3.601017946945528347e-01,1.358582593641781244e+00
2.397627701684621471e-01,4.061694885766561902e-01,3.540677412548816072e-01,3.288792229535392742e-01,3.375295749583829830e-01,1.125043514020672569e-01,-1.090467807698011438e+00,-3.724513089589787107e-01,1.307062067976895836e+00
2.296079677323795698e-01,4.217417935206886903e-01,3.486502387469317399e-01,3.305969310060699051e-01,3.425118691234554369e-01,1.343223620736165302e-01,-1.119215377210315721e+00,-3.822503576015030546e-01,1.341403633575783960e+00
2.509276675397622558e-01,3.932859460271302954e-01,3.557863864331074488e-01,3.347664163462254483e-01,3.384827255616313924e-01,1.524971960249666136e-01,-1.086724822708256655e+00,-3.729665688941674606e-01,1.340605304772173767e+00
2.659361687824802756e-01,3.668047643301267091e-01,3.672590668873930153e-01,3.425118691234554369e-01,3.192540946818175907e-01,1.501784842883132354e-01,-1.055774698280944168e+00,-3.580230569849640609e-01,1.349632111608131790e+00
2.286535753250849012e-01,4.196470586994951457e-01,3.516993659754200086e-01,3.142504493994024983e-01,3.425118691234554369e-01,1.463036154682306189e-01,-1.113457044263223450e+00,-3.821954306532100443e-01,1.332462384545654466e+00
2.487097559805123703e-01,4.084998027006196408e-01,3.427904413188679889e-01,3.367521452733077125e-01,3.406194772679660976e-01,1.446932786314371888e-01,-1.093093910940210911e+00,-3.551372082695047894e-01,1.329603473186520723e+00
2.620608127754949779e-01,3.762458646170992460e-01,3.616933226074057761e-01,3.297335561076309429e-01,3.314659862394304657e-01,1.609698076728022231e-01,-1.067384797766258719e+00,-3.720886024057183938e-01,1.356477059257663598e+00
2.836552367409810316e-01,3.483653761080414135e-01,3.679793871509775549e-01,3.425118691234554369e-01,3.325161633186974885e-01,1.645624235074144293e-01,-1.025691017147851269e+00,-3.386899226285864373e-01,1.338945492789901603e+00
2.315770712051107294e-01,4.040431593809120647e-01,3.643797694139771504e-01,3.205002218891524479e-01,3.342814724982536290e-01,1.286038977394889926e-01,-1.092288966314644227e+00,-3.794435239931450710e-01,1.317977253235696811e+00
2.408457338941338843e-01,4.113265491561771126e-01,3.478277169496889476e-01,3.267464810322913138e-01,3.371854562588640358e-01,1.595998032972142933e-01,-1.103406264917549784e+00,-3.781742251854556258e-01,1.357677341723878328e+00
2.746465296081013197e-01,3.656680222934854396e-01,3.596854480984132407e-01,3.339996255346787124e-01,3.269306811906398380e-01,1.089420131152309401e-01,-1.043704818822037472e+00,-3.679165814516345279e-01,1.302276379353600966e+00
2.422282932334967054e-01,4.139140340861979794e-01,3.438576726803053152e-01,3.321833267234530207e-01,3.423057963764950529e-01,1.501582311855411411e-01,-1.097134784221228454e+00,-3.932886739200627257e-01,1.343966222949809275e+00
2.342460887564777883e-01,3.924651060500491395e-01,3.732888051934730722e-01,3.337774839575570751e-01,3.425118691234554369e-01,1.697699359525279283e-01,-1.104342395324419357e+00,-3.952515931833315843e-01,1.381642670713274068e+00
2.064521292730495672e-01,4.367194886509160878e-01,3.568283820760342895e-01,2.989893503463892932e-01,3.425118691234554369e-01,1.677447512839500832e-01,-1.142414580785482414e+00,-3.944925586040843868e-01,1.369786772243087647e+00
2.471897110137390996e-01,3.752986585126256713e-01,3.775116304736352291e-01,3.364259269478513392e-01,3.374627015992054391e-01,1.871698951554106316e-01,-1.058065053846676706e+00,-3.737183509126746905e-01,1.392400169807008314e+00
2.419617955887999328e-01,3.959952417636515842e-01,3.620429626475485385e-01,3.344336795528657369e-01,3.397374096912600949e-01,1.546852201168532892e-01,-1.102244015156367940e+00,-3.814517804981063520e-01,1.334953679896355272e+00
2.860028950002214687e-01,3.836075055451517724e-01,3.303895994546268144e-01,3.362487652377426639e-01,3.285767914824050950e-01,1.418794996654998419e-01,-1.039909510919291069e+00,-3.411244320155679688e-01,1.348691987960781269e+00
