,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
10,iLSHADE Mann-Wald,"[0.10744141 0.10662351 0.44600029 0.45125213 0.08101495 0.06911127
 0.03907094 0.05076336 0.26730095 0.36910913 0.6840136  0.91724656]",1.4467299589887261,0.22201226842938654,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,3,0.11613103965399196,0.029620926173592348
11,EM,"[0.21350586 0.41334879 0.10861749 0.26452786 0.09517821 0.03396941
 0.04158683 0.020413   0.32168597 0.68009384 0.83130628 0.93885507]",0.07650483306497335,0.03332522833330913,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,3,0.01183586725214869,0.0018271631793252328
12,DO,"[0.07462725 0.12707574 0.40500529 0.39329173 0.0601204  0.06581319
 0.03963989 0.05059323 0.22563079 0.36938148 0.68256099 0.91905891]",1.8722849999321625,0.16262922975536354,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,4,0.1183081673890024,0.031122461764614584
13,GA Mann-Wald,"[0.08651738 0.10683324 0.39970874 0.40694063 0.07235568 0.06519366
 0.03987591 0.05070572 0.25011659 0.37355191 0.68457156 0.91834499]",1.8618574170395732,0.23596719521048615,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,4,0.1175688795948705,0.03130089688831199
14,iLSHADE Mann-Wald,"[0.10680058 0.10762227 0.44614581 0.45072322 0.08132043 0.06944845
 0.03908337 0.05073159 0.26717363 0.36831145 0.68403076 0.91726525]",1.5789370420388877,0.22201052120692027,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,4,0.11277609699484703,0.02926015522914826
15,EM,"[0.2135214  0.41287562 0.11148087 0.26212211 0.09520324 0.0339207
 0.04356703 0.01998717 0.32170572 0.68003243 0.83268183 0.93909501]",0.08791500004008412,0.03169090348002571,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,4,0.010277860379709014,0.0015672583291750208
16,DO,"[0.08765424 0.11042218 0.47933195 0.32259163 0.06006457 0.06030462
 0.05529759 0.03340114 0.23605816 0.37652721 0.69546069 0.92707047]",1.7220508330501616,0.16377906606003567,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,5,0.11246511605481002,0.027612702717272838
17,GA Mann-Wald,"[0.08640168 0.10224788 0.40763557 0.40371486 0.06632853 0.05880003
 0.04071775 0.0505068  0.23950668 0.375608   0.68514125 0.91849588]",1.7938699589576572,0.23970044902975576,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,5,0.11710692805225742,0.03083058812248054
18,iLSHADE Mann-Wald,"[0.10846404 0.1051746  0.44629605 0.45043717 0.08063611 0.06853976
 0.03908916 0.05071336 0.26745273 0.37032653 0.6840437  0.91726362]",1.5098627499537542,0.2220163952536682,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,5,0.11330089215407013,0.03006048676446127
19,EM,"[0.21352693 0.41271552 0.11156628 0.26219128 0.09521128 0.03389456
 0.043637   0.01999922 0.32171246 0.68000707 0.83253179 0.93908279]",0.31578891701065004,0.031740879995418796,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,5,0.011236129066463874,0.0013420433134369478
20,DO,"[0.08757797 0.11045294 0.40636128 0.3956078  0.06593418 0.06379277
 0.03991071 0.05120483 0.24080796 0.37277699 0.68485765 0.92038462]",1.7711439999984577,0.16087005075798883,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,6,0.1175029140150119,0.03109186718997285
21,GA Mann-Wald,"[0.07202378 0.12136907 0.39691656 0.40969059 0.06664002 0.06644852
 0.03801996 0.05153198 0.2323472  0.36842523 0.68157164 0.91511556]",1.8307453750167042,0.23864025693321433,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,6,0.11971443490067935,0.031187865732910137
22,iLSHADE Mann-Wald,"[0.10761141 0.10686683 0.4463872  0.45061809 0.0816302  0.0690085
 0.0390861  0.05070988 0.26655008 0.36901812 0.68404773 0.91724211]",1.673724208958447,0.22199828824396065,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,6,0.1132121047693202,0.03087597107471643
23,EM,"[0.21352693 0.41271552 0.11156628 0.26219128 0.09521128 0.03389456
 0.043637   0.01999922 0.32171246 0.68000707 0.83253179 0.93908279]",0.16477316699456424,0.031740879995418796,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,6,0.010844053220041783,0.0015763617745688278
24,DO,"[0.09138166 0.1066862  0.40527638 0.39665577 0.06665869 0.06190396
 0.03893868 0.05168564 0.2500951  0.38531199 0.68401196 0.92048734]",1.6920668329112232,0.16068541791534027,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,7,0.11546528132596223,0.031112333970242143
25,GA Mann-Wald,"[0.08557008 0.11283915 0.39518458 0.40640619 0.06982852 0.06381953
 0.03961242 0.05308015 0.24624165 0.37756192 0.68295661 0.92032376]",2.02929891704116,0.23931570746856967,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,7,0.1181842454838945,0.032283294089489864
26,iLSHADE Mann-Wald,"[0.10697469 0.10731278 0.44618317 0.45103757 0.08124153 0.06931331
 0.03905333 0.05075981 0.26705852 0.36860741 0.68401402 0.9172371 ]",1.6154833750333637,0.22201155901688763,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,7,0.11180964026529194,0.029558311709584385
27,EM,"[0.21352396 0.41282637 0.11137672 0.26227295 0.09520699 0.03391088
 0.04349865 0.02001344 0.32170885 0.68002411 0.8325455  0.93907859]",1.1241036669816822,0.0317707345939419,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,7,0.009337507921705845,0.0017439720467575413
28,DO,"[0.07348905 0.12069905 0.4086645  0.3971474  0.06467773 0.06817781
 0.03935243 0.04847217 0.23637884 0.37247033 0.68753863 0.91670364]",1.5802742500090972,0.16200470842512557,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,8,0.1108200554831138,0.03041915866361944
29,GA Mann-Wald,"[0.06295098 0.14231097 0.39117556 0.40356249 0.06965575 0.07090342
 0.03962821 0.0482974  0.21964226 0.35426582 0.68569624 0.91291326]",1.685794832999818,0.2419899558245634,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,8,0.11325745804057463,0.03092564664627874
30,iLSHADE Mann-Wald,"[0.1067729  0.10767349 0.44644756 0.45022019 0.08132985 0.06949148
 0.03910268 0.05070937 0.26717264 0.36832498 0.68406268 0.91725849]",1.4142298749648035,0.22201120789646378,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,8,0.11518660767454536,0.0295902656234389
31,EM,"[0.2135214  0.41287562 0.11148087 0.26212211 0.09520324 0.0339207
 0.04356703 0.01998717 0.32170572 0.68003243 0.83268183 0.93909501]",1.2651154169579968,0.031690903480026136,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,8,0.010979761425836898,0.0014873248869892988
32,DO,"[0.07551006 0.12959482 0.41626703 0.37862808 0.06143718 0.06879751
 0.04035976 0.04966211 0.23377034 0.36669845 0.68570519 0.92070641]",1.5519605410518125,0.16115649836026857,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,9,0.11053833372245936,0.02872861102963723
33,GA Mann-Wald,"[0.08512019 0.11370838 0.39701131 0.40416012 0.07205702 0.06363025
 0.03959697 0.05019744 0.25071381 0.36962529 0.68267161 0.91622187]",1.6431839580181986,0.2364194846297779,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,9,0.11376021636279932,0.02989794735992235
34,iLSHADE Mann-Wald,"[ 0.03        0.20677251  0.44622798  0.45121645  0.10987445  0.08438441
  0.03894895  0.05082751 -0.04175996  0.32704793  0.6840069   0.91719811]",1.5789961660047993,0.22653970634465617,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,9,0.1343210440153566,0.03671232472919521
35,EM,"[0.2135214  0.41287562 0.11148087 0.26212211 0.09520324 0.0339207
 0.04356703 0.01998717 0.32170572 0.68003243 0.83268183 0.93909501]",0.9571068329969421,0.03169090348002565,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,9,0.009264797761157073,0.00149698028600364
36,DO,"[0.08231568 0.12101665 0.40956703 0.38710063 0.06715153 0.06673316
 0.03982847 0.0494318  0.23859567 0.37020648 0.68471606 0.9188763 ]",1.548526500002481,0.1598175325508018,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0051138273726336544,4,0,10,0.11139507547888094,0.029493488371724615
37,GA Mann-Wald,"[0.10470749 0.09142417 0.38918833 0.41468001 0.0749784  0.06337574
 0.03689133 0.05429328 0.26305952 0.38064627 0.68082463 0.91541345]",1.5622468329966068,0.23888867277632622,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,10,0.11819845831720655,0.0320818907097071
38,iLSHADE Mann-Wald,"[0.10727669 0.10689641 0.4459986  0.45136114 0.0811466  0.06922586
 0.03903931 0.05078954 0.26721893 0.36890205 0.68399512 0.91724463]",1.5158847080310807,0.2220122356157075,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,10,0.11376651417203065,0.031339357967956505
39,EM,"[0.2135214  0.41287562 0.11148087 0.26212211 0.09520324 0.0339207
 0.04356703 0.01998717 0.32170572 0.68003243 0.83268183 0.93909501]",2.317849166924134,0.031690903480026324,"[0.21250211 0.39669977 0.16513754 0.22566059 0.09114214 0.03312148
 0.07076917 0.01646758 0.32216705 0.67944759 0.84131687 0.9405785 ]",0.0274596751722305,4,0,10,0.010333962601904112,0.0014671178916073357
40,DO,"[0.10015525 0.06690149 0.31316052 0.51978273 0.0687031  0.07881997
 0.01647417 0.02737651 0.35031745 0.51416916 0.79630283 0.95470794]",1.6208251249045134,0.007998805035786326,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,1,0.0028341626057224456,0.0007730820329807995
41,GA Mann-Wald,"[0.07902801 0.08954176 0.29587542 0.5355548  0.05911903 0.08204269
 0.01753628 0.02732411 0.33695629 0.47947703 0.79563629 0.95587317]",1.6769000840140507,0.037229465415255625,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,1,0.003556239584128651,0.0007355855197976329
42,iLSHADE Mann-Wald,"[0.13001909 0.03504752 0.30905645 0.53975664 0.07487629 0.05424145
 0.01680285 0.02691138 0.37048096 0.55767208 0.79682687 0.95468296]",1.4431386250071228,0.028632975000686376,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,1,0.00081957569289548,0.00020139172657788817
43,EM,"[0.10924255 0.05328842 0.3032802  0.53418883 0.06594473 0.07397822
 0.01659549 0.02697019 0.35736428 0.52883494 0.79672336 0.95467463]",0.09445450000930578,0.02975032192025402,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,1,0.0013423069081144323,0.00035845091780657614
44,DO,"[0.07804357 0.08468447 0.30362491 0.53364706 0.06123869 0.08445697
 0.01550307 0.02674803 0.33605004 0.4877992  0.79588217 0.95276206]",1.6451893330086023,0.013663348264574304,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,2,0.0057097621116961594,0.0013009719078158118
45,GA Mann-Wald,"[0.10067888 0.06541263 0.28842959 0.5454789  0.06493925 0.08063866
 0.01717298 0.02665571 0.34831812 0.50659174 0.79665322 0.95427857]",1.8388049580389634,0.03266033482458584,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,2,0.0012696249511399138,0.0003287809787612454
46,iLSHADE Mann-Wald,"[0.12988958 0.0346523  0.30782574 0.54009955 0.07518608 0.05373899
 0.01676642 0.0269275  0.37046785 0.55815672 0.79686718 0.95470311]",1.5148347089998424,0.02860261636642496,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,2,0.0010066474185022045,0.0002756816885288526
47,EM,"[0.10924255 0.05328842 0.3032802  0.53418883 0.06594473 0.07397822
 0.01659549 0.02697019 0.35736428 0.52883494 0.79672336 0.95467463]",0.20057887502480298,0.02975032192025402,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,2,0.0013990146181541707,0.0002404219202159863
48,DO,"[0.09949549 0.06753017 0.30372201 0.52925232 0.06442076 0.07689623
 0.01653415 0.02729144 0.3410918  0.51583983 0.7966192  0.95341751]",1.593002957990393,0.009865506692526138,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,3,0.0033644882189718395,0.0007145538248419262
49,GA Mann-Wald,"[0.09612376 0.07395356 0.30474462 0.52517806 0.0627448  0.08435179
 0.01642867 0.0272018  0.34594742 0.49845457 0.79772941 0.95515356]",1.9062521669548005,0.03214439957809373,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,3,0.0037150648115604756,0.0007382382073475358
50,iLSHADE Mann-Wald,"[0.13076349 0.03390266 0.30788892 0.54023497 0.07567884 0.051801
 0.01674556 0.02694787 0.37139106 0.56006183 0.79684619 0.95471103]",1.6115578750614077,0.028612099653228733,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,3,0.0011282005609787316,0.0002924836200603499
51,EM,"[0.10473247 0.05781662 0.30326191 0.534189   0.06469444 0.07729013
 0.01659222 0.02697024 0.35424127 0.52118912 0.79672545 0.9546746 ]",0.3667556659784168,0.029973529235880918,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,3,0.0012685139175416804,0.00043484815736038746
52,DO,"[0.09918146 0.07406622 0.29991727 0.52683505 0.06543087 0.08198151
 0.01646268 0.0273919  0.3440086  0.50158776 0.79729672 0.95452604]",1.6087912080110982,0.007148077856571892,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,4,0.0030193693535518484,0.0006737388663678753
53,GA Mann-Wald,"[0.11819636 0.0469705  0.30471685 0.53011629 0.07052323 0.06541695
 0.01730471 0.02754979 0.36273869 0.5562356  0.79889772 0.95534947]",1.6788522918941453,0.03640780378841791,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,4,0.006456705962041953,0.0015038514178538885
54,iLSHADE Mann-Wald,"[0.13132041 0.0339767  0.30940991 0.53986471 0.07609419 0.0535764
 0.01678921 0.02695596 0.37212579 0.55917835 0.79676112 0.95469336]",1.539855791023001,0.02860212772115596,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,4,0.0012716018303178256,0.00026188876138711075
55,EM,"[0.10849576 0.05403849 0.30327688 0.53418887 0.06572633 0.07455453
 0.01659487 0.0269702  0.35683614 0.52753966 0.79672375 0.95467462]",0.8417904580710456,0.029787704595943442,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,4,0.001396531876236784,0.00038213063390700583
56,DO,"[0.10366995 0.06050401 0.30577082 0.53005521 0.06859258 0.08145351
 0.01767025 0.02774738 0.3533043  0.5111781  0.79468945 0.95561722]",1.6698799999430776,0.013656926252901403,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,5,0.004186175032013573,0.0009121371725355409
57,GA Mann-Wald,"[0.110176   0.04860541 0.30581244 0.53540615 0.06620907 0.06709744
 0.01712297 0.02670598 0.35500447 0.53435143 0.79494463 0.95463878]",1.7802308750106022,0.034180606547965446,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,5,0.0018493780540187466,0.00038675285472474066
58,iLSHADE Mann-Wald,"[0.13059929 0.03406235 0.30794902 0.54002259 0.07558965 0.05330016
 0.01673454 0.02694464 0.3712221  0.55909011 0.79683628 0.95470067]",1.522933250060305,0.028598531306227703,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,5,0.0011627930382933638,0.00025893833513650617
59,EM,"[0.10924255 0.05328842 0.3032802  0.53418883 0.06594473 0.07397822
 0.01659549 0.02697019 0.35736428 0.52883494 0.79672336 0.95467463]",0.606237665982917,0.02975032192025402,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,5,0.0013400374086272038,0.0003133744706027623
60,DO,"[0.1106712  0.05378543 0.30236574 0.53317763 0.06682649 0.07319562
 0.01632285 0.02787174 0.3570127  0.53058044 0.79615924 0.95462783]",1.6864162080455571,0.007731478425214053,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.01041367030180569,4,1,6,0.002875906535936501,0.0008375969746896746
61,GA Mann-Wald,"[0.11232779 0.05442678 0.30432606 0.52891937 0.06696985 0.0728925
 0.01727979 0.02681328 0.35250158 0.53733271 0.79585033 0.95492691]",2.025972667033784,0.03251581312203294,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,6,0.0021046342897710346,0.0006322080470979347
62,iLSHADE Mann-Wald,"[0.13115744 0.03355533 0.30791397 0.54045842 0.07592343 0.05144321
 0.01674006 0.02694474 0.37183733 0.56064079 0.79684094 0.9547218 ]",1.5920027500251308,0.028610465051113407,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,6,0.0013113502760688789,0.0003746622756795206
63,EM,"[0.10924255 0.05328842 0.3032802  0.53418883 0.06594473 0.07397822
 0.01659549 0.02697019 0.35736428 0.52883494 0.79672336 0.95467463]",0.16989245801232755,0.02975032192025402,"[0.11790502 0.04453912 0.30396691 0.53358895 0.06850334 0.05988148
 0.01735881 0.02678481 0.36164805 0.53649139 0.79649924 0.954038  ]",0.031274614156029744,4,1,6,0.001467797936248294,0.00030695413414167283
