,method,solution,time,fitness,optimal_solution,optimal_fitness,nr_of_components,dataset_idx,random_state,KL,JS
0,DO,[0.73945575 0.26054425 0.07756623 0.06074404 0.05434928 0.81524973],1.540052083088085,0.001415590378539408,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.004232264096645374,2,0,1,0.0020161450602094177,0.0004789561301543609
1,GA Mann-Wald,[0.74513973 0.25486027 0.07805022 0.05940379 0.05562967 0.8157223 ],1.5715462079970166,0.027276146448406223,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,1,0.0010854962213441288,0.000272235107235537
2,iLSHADE Mann-Wald,[0.7549491  0.26133602 0.07873777 0.05849175 0.05414327 0.81575254],1.4598318750504404,0.026709411332240186,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,1,0.0005398831619565225,8.465331929598131e-05
3,EM,[0.74187094 0.25812906 0.07820166 0.05768377 0.05477443 0.81498693],0.19082629098556936,0.027386559628290976,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,1,0.0004409365720509095,0.00011880947262329358
4,DO,[0.74159416 0.25840584 0.07738145 0.06054816 0.05406964 0.81552681],2.659367459011264,0.001477753505811023,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.004232264096645374,2,0,2,0.0016251311362197596,0.00048810471895305865
5,GA Mann-Wald,[0.74292606 0.25707394 0.07802146 0.05910104 0.05366528 0.81468356],1.5425407079746947,0.027311129405952993,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,2,0.0008116212286366498,0.00023394781646296427
6,iLSHADE Mann-Wald,[0.75494733 0.26133628 0.07873763 0.05849182 0.05414303 0.8157524 ],1.3381785830715671,0.02670941133945798,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,2,0.0006458755457779963,0.00014269340943979804
7,EM,[0.74187094 0.25812906 0.07820166 0.05768377 0.05477443 0.81498693],0.037192041985690594,0.027386559628290976,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,2,0.0004917977276399643,4.406347696044068e-05
8,DO,[0.74101933 0.25898067 0.07861986 0.06027289 0.05359841 0.81436964],1.5695519170258194,0.0016216214204409771,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.004232264096645374,2,0,3,0.0015292474985502125,0.0004457059020499074
9,GA Mann-Wald,[0.74453175 0.25546825 0.0783482  0.05895701 0.05535011 0.81638384],1.7101991249946877,0.027261153798792535,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,3,0.0007694481286458776,0.00021901534382608054
10,iLSHADE Mann-Wald,[0.75494119 0.26133719 0.07873718 0.05849208 0.05414221 0.81575192],1.3823236250318587,0.026709411992916453,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,3,0.0005719654664448903,0.0001144112460261001
11,EM,[0.74187094 0.25812906 0.07820166 0.05768377 0.05477443 0.81498693],0.04086150007788092,0.027386559628290976,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,3,0.00025795881404000465,7.179299913549189e-05
12,DO,[0.74030783 0.25969217 0.07838498 0.06068208 0.05428017 0.81461803],1.5349931250093505,0.0015001596228691406,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.004232264096645374,2,0,4,0.0019138826174492918,0.0004720511762391636
13,GA Mann-Wald,[0.7437844  0.2562156  0.0790565  0.05902707 0.05459549 0.81662192],1.9167604580288753,0.027146590713264616,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,4,0.0008406706044173928,0.0001823674124689523
14,iLSHADE Mann-Wald,[0.75491116 0.26134251 0.07873497 0.05849328 0.05413817 0.81574956],1.4341413750080392,0.026709424395501866,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,4,0.0005154341522974892,0.0001718636686896686
15,EM,[0.74187094 0.25812906 0.07820166 0.05768377 0.05477443 0.81498693],0.04500133404508233,0.027386559628290976,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.02805468487225353,2,0,4,0.00029747498520216187,0.00013104704784673533
16,DO,[0.7398509  0.2601491  0.07829547 0.06039386 0.05480186 0.81396423],1.5006555839208886,0.0015539918933218462,[0.74172055 0.25827945 0.07879781 0.05574174 0.05458695 0.81594529],0.004232264096645374,2,0,5,0.0019578060391404195,0.0004474963767095042
