1.807904475141089984e-01,6.613316344334549957e-01,1.578779180524359782e-01,9.403421270728656856e-01,9.403734322172434545e-01,4.693530797902145668e-01,-1.943706275367925951e+00,4.984227379909711431e-02,3.038462575066642302e+00
1.809411792743225167e-01,6.611436262225214300e-01,1.579151945031561088e-01,9.403971707207544606e-01,9.404065452800433045e-01,4.693208289613427509e-01,-1.943208836766336489e+00,4.973391115266156959e-02,3.038494346578021421e+00
1.785806712813339248e-01,6.635327897263113561e-01,1.578865389923547191e-01,9.382715712133546937e-01,9.396389732747540968e-01,4.695487548598312189e-01,-1.952588734569850715e+00,4.775629666207681367e-02,3.038055921050576202e+00
1.800222798982716865e-01,6.620732693595398066e-01,1.579044507421884236e-01,9.396107754287867930e-01,9.403925785821221073e-01,4.692759684140492826e-01,-1.946783790641183121e+00,4.934647755052434803e-02,3.038541795175197180e+00
1.809392275497317959e-01,6.611451251500410908e-01,1.579156473002270578e-01,9.403959347422959913e-01,9.404065911958339186e-01,4.693199532876443092e-01,-1.943216351071028303e+00,4.973275318309600124e-02,3.038495923629287887e+00
1.809334643045986679e-01,6.611580960495198056e-01,1.579084396458814432e-01,9.403987293971044492e-01,9.404065397880001509e-01,4.693242336894286049e-01,-1.943231279085473329e+00,4.977155210455475043e-02,3.038498532519277262e+00
1.808785474833686235e-01,6.612098409620972284e-01,1.579116115545342036e-01,9.404065856301406789e-01,9.404013128195907179e-01,4.693143768457834764e-01,-1.943358161879591428e+00,4.980815235474178593e-02,3.038508804717920952e+00
1.806462881636068385e-01,6.614377913506384044e-01,1.579159204857547294e-01,9.401620885461042798e-01,9.403236012274229783e-01,4.693356451006302499e-01,-1.944330115705350082e+00,4.949672995349452265e-02,3.038452592527258744e+00
1.809600621729173797e-01,6.611498368961594707e-01,1.578901009309232051e-01,9.403952201690706225e-01,9.404062601779609176e-01,4.693715172331680008e-01,-1.943166390365806073e+00,4.972587066431888303e-02,3.038469890688626052e+00
1.809217091417889556e-01,6.611617694009184198e-01,1.579165214572925413e-01,9.404057274335305694e-01,9.403831159323368105e-01,4.693203824421486314e-01,-1.943246946668858666e+00,4.972973891867127350e-02,3.038494452778488508e+00
1.808015090079678755e-01,6.612876250210000251e-01,1.579108659710320717e-01,9.403538084149196674e-01,9.403188096535070040e-01,4.693024955736538883e-01,-1.943657730189737975e+00,4.965343128865296052e-02,3.038504297793695130e+00
