2.009476359809477808e-01,9.967414671624703904e-02,9.984760780496132471e-02,2.996824183659966279e-01,2.998481911318471305e-01,5.487959179893555500e-02,6.513376741572375617e-02,7.160008823190762428e-02,5.915628892563502134e-02,9.913041731187278993e-02,-2.418980195736106786e+00,-9.985431048025312784e-01,4.924482628836068798e-02,1.004076952457608307e+00,2.401782247962018335e+00
2.001178840857265051e-01,9.987623202033689418e-02,1.002775918202393340e-01,2.999545745529628715e-01,2.997737175207343396e-01,3.581601125873280084e-02,6.639524811080667333e-02,7.122965062698739802e-02,6.060293292720832226e-02,9.905399318816453247e-02,-2.367342639935915649e+00,-1.000445316479380065e+00,4.821211918736656443e-02,1.001619990821764006e+00,2.402150148644548455e+00
2.000187669943518376e-01,1.000173287837994723e-01,1.000361343840658057e-01,2.998891365581096147e-01,3.000386332796733391e-01,3.514475644571720542e-02,6.618998963290087523e-02,6.751169579699908829e-02,5.969239452673985591e-02,9.915332060484147170e-02,-2.366204876814961278e+00,-9.997582664987232359e-01,4.482571130972434759e-02,1.002973468193563367e+00,2.401708687777059037e+00
1.998328933670204810e-01,1.002719455548398558e-01,9.991379701324833162e-02,2.998732239130442734e-01,3.001081401518470582e-01,3.261134026936115399e-02,6.648549445501478194e-02,6.361618862338375147e-02,6.072176265862546524e-02,9.918192084803034714e-02,-2.359454482800793951e+00,-9.993133465991350661e-01,4.168735538905021798e-02,1.001434929587891709e+00,2.401692250315937915e+00
1.709146202650495550e-01,3.167759198302720902e-01,2.547623826322798490e-01,2.279595540483927707e-01,2.958752322400573509e-02,3.301063996271517975e-02,5.360352776103998185e-01,3.700784964976045616e-02,5.984504659231358603e-02,2.336809217217557244e-02,-2.376974208120587573e+00,-4.783219997532759393e-01,1.043271666363468686e+00,2.333488748390486922e+00,2.675936976540131962e+00
2.009563352594220254e-01,9.960798983032012610e-02,9.976160218986744599e-02,2.998049679938123435e-01,2.998691047265780729e-01,5.492511701595425427e-02,6.534705059512277425e-02,6.968436366011339367e-02,5.988107103245699642e-02,9.910034682096348357e-02,-2.420484856599477208e+00,-1.000138344703713766e+00,4.745119004771281013e-02,1.002939268462165856e+00,2.401929248077187662e+00
1.991361970671982062e-01,1.001673144149812372e-01,1.001145564428226054e-01,3.002011881853922648e-01,3.003807438896056170e-01,1.826248275680346714e-02,6.664307743071710977e-02,6.285854370132218372e-02,6.118514827785218047e-02,9.930000501811006575e-02,-2.470112507190648010e+00,-1.000381876352154364e+00,4.055031130990194299e-02,1.000831501704178006e+00,2.401710296224508934e+00
1.707366772034382141e-01,1.721428048719471598e-04,3.167733620340988376e-01,2.547618416556074461e-01,2.575559763019835691e-01,2.905201599006591515e-02,5.381184122291654028e-03,5.360352774258985153e-01,3.684949060503904528e-02,9.916202183206382359e-02,-2.388043470777241772e+00,-2.013057292259476938e+00,-4.783205077397290061e-01,1.043558812284467230e+00,2.401875508969010919e+00
2.011453749232243737e-01,9.969229904124859987e-02,9.986018484203887380e-02,2.996524863097684288e-01,2.996496548837196960e-01,5.567148093389751029e-02,6.510880443370371806e-02,5.745927263954102304e-02,5.892161963318535284e-02,9.894285275438685634e-02,-2.420846203212498882e+00,-9.994247262244186913e-01,3.587050513053124945e-02,1.004337530319974192e+00,2.401944280932519771e+00
2.000453967543633915e-01,1.000433209872900742e-01,1.000152839113048753e-01,2.999237127457689001e-01,2.999722856012727590e-01,4.941613334765599524e-02,6.624904595621187997e-02,6.964046424515646372e-02,6.091151410306194780e-02,9.916954974342158391e-02,-2.402912213347632608e+00,-1.000595639383750290e+00,4.733648071698803861e-02,1.001104922151847099e+00,2.401584153967506463e+00
